MAE_mean,MAE_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,BDS_mean,BDS_std,Lag,Best_cfg_mode
0.1568619084325382,0.007496759100878303,0.05088889754399715,0.013315872503412438,0.21871905845291556,0.029012388270541492,33.661721102886574,1.9797664204617227,0.40597014925373137,0.3233233775726525,7,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 1e-05, 'learning_rate_init': 0.005, 'max_iter': 500, 'scaler': 'standard'}"
0.1833630255221822,0.015337296528643378,0.1351162454280981,0.05114764680236633,0.3318627145106899,0.07079452894000415,35.49053917276335,1.2574901143364439,0.537313432835821,0.2730432384878059,14,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 500, 'scaler': 'standard'}"
0.16314859103115892,0.014594451753976927,0.04624216881180894,0.005933237236268109,0.2094994710254395,0.015035174243157295,42.053783891531346,2.4531081322943735,0.5124378109452736,0.2616555978568101,21,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 500, 'scaler': 'standard'}"
0.20973867644965272,0.027504874039340606,0.07881640560876894,0.01729130759243009,0.2729194035915852,0.03212814035069561,46.25327779017833,8.440121396335298,0.6049751243781094,0.29840130782450247,28,"{'hidden_layer_sizes': (200,), 'activation': 'relu', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 500, 'scaler': 'standard'}"
